a,2000
o,2000
r,2000
i,2000
s,2000
e,2000
t,2000
n,2000
d,2000
h,2000
q,2000
w,2000
y,2000
f,2000
u,2000
p,2000
l,2000
g,2000
j,2000
z,2000
x,2000
c,2000
m,2000
v,2000
k,2000
b,2000
A,2000
O,2000
R,2000
I,2000
S,2000
E,2000
T,2000
N,2000
D,2000
H,2000
Q,2000
W,2000
Y,2000
F,2000
U,2000
P,2000
L,2000
G,2000
J,2000
Z,2000
X,2000
C,2000
M,2000
V,2000
K,2000
B,2000
",",2000
.,2000
',2000
"""",2000
(,2000
;,2000
:,2000
!,2000
?,2000
/,2000
-,2000
0,2000
1,2000
2,2000
3,2000
4,2000
5,2000
6,2000
7,2000
8,2000
9,2000
%,2000
£,2000
$,2000
€,2000
&,2000
^,2000
*,2000
=,2000
_,2000
+,2000
<,2000
>,2000
@,2000
[,2000
{,2000
#,2000
~,2000
\,2000
|,2000
