r,1741513767915323447,209.995,37.715,47.856
a,1741513768125443375,210.113,37.694,47.754
a,1741513768560949880,315.438,25.108,47.708
r,1741513768726683091,165.727,47.789,47.709
i,1741513768868640060,141.951,55.794,47.79
s,1741513769055197338,186.552,42.455,47.737
e,1741513769175510346,120.307,65.832,47.918
s,1741513769266412241,90.896,87.133,48.31
e,1741513769982992772,582.765,13.59,48.071
r,1741513770225512416,242.516,32.658,47.917
r,1741513770390263778,164.746,48.074,47.919
o,1741513770525559257,135.289,58.541,48.025
r,1741513770630235436,104.67,75.667,48.301
e,1741513772265929676,955.581,8.288,47.901
r,1741513772416068471,150.129,52.755,47.95
a,1741513772595185526,179.112,44.218,47.913
e,1741513773120327850,344.579,22.985,47.624
a,1741513773303722629,183.388,43.187,47.58
s,1741513773525713668,221.986,35.678,47.461
e,1741513773615987003,90.267,87.74,47.864
e,1741513774470476639,926.299,8.55,47.471
a,1741513774635797385,365.316,21.68,47.213
s,1741513774996232634,560.431,14.132,46.882
e,1741513775146102512,349.863,22.637,46.64
r,1741513775776223384,449.402,17.623,46.094
o,1741513775925286130,149.059,53.133,46.164
s,1741513776015974235,90.683,87.338,46.576
e,1741513776165397463,149.418,53.006,46.64
e,1741513776530339568,244.729,32.362,46.687
r,1741513776690349835,160.003,49.499,46.715
r,1741513776872197979,181.84,43.555,46.683
o,1741513777005115798,132.913,59.588,46.812
r,1741513777129742418,124.621,63.553,46.979
s,1741513777276320838,146.573,54.034,47.05
i,1741513777635366936,283.684,27.918,47.434
i,1741513777815491592,180.119,43.971,47.399
i,1741513777980394753,164.898,48.03,47.405
a,1741513778415713959,343.847,23.033,47.549
r,1741513778565163501,149.445,52.996,47.603
i,1741513778745773392,180.604,43.853,47.565
s,1741513778895606302,149.828,52.861,47.618
e,1741513779030631752,135.021,58.658,47.728
r,1741513779511447448,361.251,21.924,47.653
a,1741513779630811290,119.357,66.355,47.84
r,1741513779681260523,50.444,157.005,48.932
e,1741513780230297127,549.03,14.425,48.587
r,1741513780665448124,270.213,29.31,48.388
o,1741513780785444911,119.99,66.005,48.564
s,1741513781040153689,254.704,31.095,48.389
e,1741513781146845528,106.687,74.236,48.647
i,1741513781550525266,240.28,32.962,48.488
r,1741513781730207276,179.675,44.08,48.444
a,1741513781880583345,150.367,52.671,48.486
e,1741513782255630570,270.337,29.297,48.563
r,1741513782585273814,329.637,24.026,48.318
r,1741513782735654409,150.374,52.669,48.362
o,1741513782870395774,134.735,58.782,48.466
r,1741513782976279357,105.879,74.802,48.729
s,1741513784715619499,842.749,9.398,48.913
e,1741513784850811202,135.186,58.586,49.01
r,1741513785074937427,224.122,35.338,48.873
i,1741513785231361278,156.419,50.633,48.891
e,1741513785360482226,129.115,61.341,49.015
s,1741513785465023208,104.535,75.764,49.282
e,1741513785901220234,331.237,23.91,49.288
a,1741513786066877872,165.653,47.811,49.273
r,1741513786172016797,105.135,75.332,49.534
s,1741513786367087699,195.064,40.602,49.445
r,1741513787520998483,812.273,9.75,48.934
o,1741513787686719079,165.715,47.793,48.923
s,1741513787836032278,149.307,53.045,48.964
s,1741513788831852297,802.006,9.875,48.397
a,1741513789031321135,199.46,39.707,48.31
r,1741513789185395130,154.065,51.407,48.341
a,1741513789396109490,210.707,37.588,48.233
r,1741513791105512456,799.109,9.911,47.85
o,1741513791315340302,209.822,37.746,47.749
s,1741513791420445593,105.099,75.358,48.025
e,1741513791571083209,150.631,52.579,48.071
r,1741513792156130703,480.808,16.472,48.031
o,1741513792305438185,149.303,53.046,48.081
s,1741513792410375785,104.929,75.48,48.355
e,1741513792515768022,105.388,75.151,48.623
s,1741513793055845340,396.809,19.959,48.403
e,1741513793265436024,209.585,37.789,48.297
r,1741513793405764010,140.322,56.441,48.378
i,1741513793611287205,205.518,38.537,48.28
e,1741513793790311751,179.02,44.241,48.24
s,1741513793910243963,119.926,66.041,48.418
a,1741513794405938863,405.502,19.531,48.519
r,1741513794540440847,134.496,58.886,48.623
e,1741513794690295033,149.85,52.853,48.665
a,1741513794826543920,136.243,58.131,48.76
s,1741513795816247583,753.914,10.505,48.646
i,1741513796220483162,404.23,19.593,48.355
r,1741513796406924496,186.437,42.481,48.296
r,1741513796881265476,389.97,20.309,48.468
e,1741513797015731879,134.463,58.901,48.572
a,1741513797106239154,90.5,87.514,48.961
r,1741513797315726066,209.479,37.808,48.849
s,1741513797840347843,389.763,20.32,48.662
i,1741513797917725221,77.371,102.364,49.199
r,1741513798050779264,133.049,59.527,49.302
s,1741513798621185947,405.175,19.547,48.991
e,1741513798710969053,89.777,88.218,49.383
r,1741513798880879889,169.906,46.614,49.355
i,1741513799026333669,145.449,54.452,49.406
s,1741513800047993248,739.802,10.706,49.019
e,1741513800150141101,402.142,19.695,48.726
r,1741513800330495546,480.349,16.488,48.404
i,1741513800555210236,524.71,15.094,48.071
e,1741513800690455121,435.239,18.197,47.772
s,1741513800855629861,165.169,47.951,47.774
a,1741513801530608994,555.14,14.267,47.62
s,1741513801770367993,239.751,33.034,47.474
i,1741513801921204185,150.831,52.509,47.524
a,1741513802026580749,105.372,75.162,47.8
s,1741513802445602057,300.247,26.378,47.773
i,1741513802580962189,135.353,58.514,47.88
r,1741513802711324002,130.357,60.756,48.009
a,1741513803165399549,329.587,24.03,47.924
r,1741513803495443358,330.039,23.997,47.685
e,1741513803615924379,120.475,65.74,47.866
a,1741513803765480180,149.536,52.964,47.917
s,1741513804290631016,405.201,19.546,47.812
i,1741513804441124155,150.486,52.629,47.86
r,1741513804546338533,105.206,75.281,48.134
a,1741513804965557359,255.103,31.046,47.964
r,1741513805130737004,165.175,47.949,47.964
i,1741513805325629287,194.887,40.639,47.891
s,1741513805520951927,195.318,40.549,47.818
e,1741513805670775067,149.816,52.865,47.868
s,1741513805745374131,74.594,106.175,48.451
i,1741513806211444773,315.14,25.132,48.257
i,1741513806390509101,179.057,44.232,48.217
i,1741513806555956264,165.443,47.872,48.214
s,1741513806886115365,269.769,29.358,48.847
i,1741513807005221618,119.101,66.498,49.024
r,1741513807125140309,119.913,66.048,49.194
s,1741513813800509577,673.277,11.763,48.82
o,1741513813964223689,163.71,48.378,48.816
s,1741513814340592167,267.808,29.573,48.862
o,1741513814535985055,195.388,40.535,48.779
r,1741513814746809111,210.819,37.568,48.667
e,1741513814880576907,133.763,59.209,48.772
e,1741513815360170246,254.651,31.101,48.461
e,1741513816501219657,660.78,11.986,48.096
a,1741513816905123013,603.898,13.115,47.746
s,1741513817145195487,240.066,32.991,47.598
e,1741513817311970994,166.769,47.491,47.597
r,1741513817926547943,300.786,26.331,47.163
i,1741513818060236980,133.684,59.244,47.284
s,1741513818165371808,105.13,75.335,47.565
e,1741513818300366543,134.99,58.671,47.676
e,1741513818826337712,420.361,18.841,47.658
r,1741513819097472771,271.124,29.212,47.474
r,1741513819245204849,147.727,53.612,47.535
o,1741513819366294301,121.083,65.41,47.714
r,1741513819456308816,90.01,87.99,48.117
s,1741513819651007420,194.692,40.68,48.043
e,1741513820040200518,284.431,27.845,48.114
r,1741513820175879559,135.674,58.375,48.217
r,1741513820355566186,179.681,44.078,48.176
o,1741513820521261879,165.691,47.8,48.172
r,1741513820625928568,104.662,75.673,48.447
s,1741513820760903487,134.97,58.68,48.549
s,1741513821300376001,388.967,20.362,48.308
e,1741513821406665806,106.284,74.517,48.57
e,1741513821616303283,209.633,37.78,48.462
r,1741513822110432334,342.941,23.094,48.247
a,1741513822515295669,404.856,19.563,47.96
i,1741513822726175311,210.87,37.559,47.856
s,1741513823041241488,315.059,25.138,47.629
e,1741513823221612428,180.362,43.912,47.592
s,1741513823596174884,284.164,27.871,47.791
i,1741513823716899338,120.718,65.607,47.969
r,1741513823820383319,103.478,76.538,48.255
r,1741513824165227138,253.964,31.185,48.469
o,1741513824285057625,119.823,66.098,48.645
s,1741513824480618910,195.553,40.501,48.564
e,1741513824691833510,211.21,37.498,48.453
s,1741513824857125222,165.287,47.917,48.448
i,1741513825369221078,333.953,23.716,48.161
i,1741513825530592653,161.365,49.081,48.17
i,1741513825681105021,150.508,52.622,48.215
r,1741513826085826455,345.521,22.922,48.81
o,1741513826206247884,120.417,65.772,48.98
s,1741513826370938361,164.684,48.092,48.971
e,1741513826956121093,270.559,29.273,48.538
e,1741513827870371792,587.617,13.478,48.187
r,1741513828071222864,400.844,19.758,47.903
a,1741513828185566060,114.339,69.268,48.117
i,1741513828755194544,449.908,17.604,47.99
r,1741513828974439769,219.238,36.125,47.871
a,1741513829220232976,245.788,32.223,47.715
a,1741513829655335747,373.519,21.204,48.251
i,1741513829880552577,225.212,35.167,48.12
r,1741513830031849824,151.292,52.349,48.162
i,1741534329876156887,888.346,8.915,47.77
i,1741534329997138347,120.977,65.467,47.947
i,1741534330147005221,149.859,52.85,47.996
s,1741534330925906870,658.492,12.027,47.813
e,1741534331062758522,136.847,57.875,47.914
a,1741534331212546724,149.784,52.876,47.964
s,1741534331827169852,405.468,19.533,47.58
r,1741534332035967539,208.785,37.934,47.484
i,1741534332171690875,135.719,58.356,47.593
a,1741534332698165394,434.688,18.22,47.682
s,1741534332891412087,193.242,40.985,47.615
i,1741534333011042498,119.624,66.207,47.801
a,1741534333102296375,91.25,86.795,48.191
e,1741534333807506417,539.823,14.671,47.853
a,1741534333941890908,134.379,58.938,47.964
s,1741534334197372773,255.476,31.001,47.794
i,1741534334333589553,136.212,58.144,47.898
e,1741534334586889838,253.295,31.268,47.732
r,1741534334723457142,136.562,57.996,47.835
e,1741534335126800486,329.008,24.072,48.179
r,1741534335291876567,165.069,47.98,48.177
a,1741534335486131193,194.25,40.772,48.103
i,1741534336010862103,464.528,17.05,48.619
i,1741534336192468009,181.601,43.612,48.569
i,1741534336341930957,149.457,52.992,48.613
a,1741534336716602579,285.516,27.739,48.802
r,1741534336986496247,269.888,29.346,48.607
e,1741534337195924730,209.423,37.818,48.499
r,1741534337498022076,211.331,37.477,48.773
o,1741534337616274179,118.245,66.98,48.955
s,1741534337857385421,241.104,32.849,48.794
i,1741534338051208585,193.816,40.864,48.715
e,1741534338351166131,299.952,26.404,48.492
s,1741534338742449332,271.557,29.165,48.474
e,1741534338923881323,181.427,43.654,48.426
e,1741534339056226566,132.34,59.846,48.54
s,1741534340076382443,555.007,14.27,48.197
e,1741534340317410743,341.02,23.224,47.947
e,1741534340451589408,234.171,33.821,47.806
s,1741534341112649648,555.007,14.27,47.471
s,1741534342026737535,555.007,14.27,47.139
e,1741534342296667657,569.925,13.897,46.807
e,1741534342447462219,350.788,22.578,46.565
s,1741534342582109001,334.642,23.667,46.336
s,1741534343061892479,345.795,22.904,46.228
i,1741534343211746546,149.848,52.853,46.294
r,1741534343347472337,135.721,58.355,46.415
a,1741534343707889996,315.698,25.087,47.496
i,1741534343870693670,162.799,48.649,47.508
r,1741534343960905897,90.204,87.801,47.911
r,1741534344309616437,242.097,32.714,48.02
o,1741534344457784987,148.162,53.455,48.074
s,1741534344637242944,179.453,44.134,48.035
i,1741534344743109811,105.862,74.814,48.303
e,1741534345029162989,286.047,27.688,48.097
s,1741534345490930844,329.971,24.002,47.975
e,1741534345612564629,121.628,65.116,48.146
e,1741534345761949363,149.381,53.019,48.195
s,1741534345867932463,105.98,74.731,48.46
s,1741534346122373660,120.971,65.47,48.738
e,1741534346287723905,165.346,47.9,48.73
e,1741534346466804579,179.074,44.228,48.685
i,1741534348162354095,734.255,10.786,48.306
r,1741534348267473799,105.115,75.346,48.576
a,1741534348417272295,149.794,52.873,48.619
r,1741534348852342947,285.446,27.746,48.453
a,1741534348940941704,88.594,89.396,48.862
r,1741534349075744982,134.798,58.755,48.961
e,1741534349302698908,226.946,34.898,48.82
a,1741534349797859998,344.775,22.971,48.599
s,1741534350006794359,208.93,37.907,48.492
s,1741534350172180514,165.38,47.89,48.486
e,1741534350275789775,103.604,76.445,48.766
s,1741534350381573660,105.779,74.873,49.027
s,1741534350532656886,151.078,52.423,49.061
o,1741534350936560252,283.966,27.891,49.018
r,1741534351087006573,150.441,52.645,49.054
s,1741534352121068962,490.259,16.155,49.291
o,1741534352615832918,494.759,16.008,48.958
s,1741534352993308846,241.159,32.841,48.887
o,1741534353128384772,135.071,58.636,48.984
i,1741534353637237149,404.717,19.569,48.958
r,1741534353726381781,89.139,88.85,49.357
a,1741534353862348863,135.962,58.252,49.446
r,1741534354356259224,359.515,22.03,49.266
a,1741534354461700253,105.435,75.117,49.525
r,1741534354566036341,104.333,75.911,49.789
e,1741534354821864834,255.824,30.959,49.601
a,1741534355436042887,448.753,17.649,49.265
r,1741534355541269973,105.218,75.272,49.525
e,1741534355707352429,166.075,47.689,49.507
a,1741534355796603040,89.244,88.746,49.899
s,1741534356486416642,600.259,13.194,49.913
i,1741534356591788626,105.367,75.166,50.166
r,1741534356712397259,120.603,65.67,50.321
a,1741534357161129256,374.306,21.159,50.585
i,1741534357266373293,105.238,75.258,50.832
r,1741534357401420527,135.041,58.649,50.91
r,1741534357942722542,448.78,17.648,50.921
a,1741534358136126551,193.399,40.952,50.821
r,1741534358481230173,345.094,22.95,50.542
e,1741534358646475150,165.237,47.931,50.516
s,1741534359291840002,478.722,16.544,50.147
o,1741534359426949347,135.102,58.622,50.232
s,1741534359936128473,372.71,21.25,50.019
a,1741534360088209084,152.075,52.079,50.04
r,1741534360402691343,314.476,25.185,49.791
a,1741534360522709824,120.012,65.994,49.953
s,1741534361182802507,480.7,16.476,49.561
e,1741534361497818715,315.009,25.142,49.317
e,1741534361648063864,150.236,52.717,49.351
r,1741534362067779198,331.23,23.911,49.495
o,1741534362234015862,166.231,47.644,49.476
s,1741534362412303370,178.281,44.424,49.425
i,1741534363177516987,616.568,12.845,49.098
r,1741534363431747766,254.224,31.154,48.919
a,1741534363567758277,136.005,58.233,49.012
a,1741534364076545732,390.511,20.281,48.903
s,1741534364737559665,661.008,11.982,48.534
i,1741534365020978882,283.411,27.945,48.328
a,1741534365127196213,106.209,74.57,48.59
r,1741534366432527653,419.627,18.874,48.293
o,1741534366596279619,163.746,48.368,48.294
s,1741534366761642427,165.358,47.896,48.29
s,1741534366897190828,135.543,58.432,48.391
e,1741534367331866228,330.222,23.984,48.418
a,1741534367451104368,119.22,66.432,48.598
s,1741534367691850216,240.738,32.899,48.441
e,1741534367871805464,179.947,44.013,48.397
a,1741534368562305333,586.15,13.512,48.32
s,1741534368921275780,358.964,22.063,48.057
i,1741534369086613817,165.333,47.903,48.055
a,1741534369162102207,75.484,104.922,48.624
r,1741534369761636520,419.039,18.9,48.28
a,1741534369881689482,120.047,65.974,48.457
i,1741534370060981463,179.287,44.175,48.414
s,1741534370346649335,285.662,27.725,48.207
e,1741534370511495501,164.837,48.048,48.205
r,1741534370977748156,375.846,21.072,48.324
o,1741534371036197322,58.445,135.513,49.196
s,1741534371262266017,226.063,35.035,49.054
s,1741534371442334195,180.06,43.985,49.003
a,1741534371967272188,255.17,31.038,48.629
s,1741534372176158805,208.883,37.916,48.522
s,1741534372717550756,405.204,19.546,48.327
s,1741534373676013956,443.408,17.862,48.022
e,1741534373886161435,310.143,25.537,47.797
r,1741534374038579609,152.413,51.964,47.839
i,1741534374203246803,164.662,48.099,47.842
e,1741534374366463121,163.211,48.526,47.849
s,1741534374470938213,104.47,75.811,48.129
r,1741534375012609035,436.821,18.131,48.1
o,1741534375162629777,150.001,52.8,48.147
s,1741534375281721617,119.086,66.507,48.331
s,1741534375446227116,164.5,48.146,48.329
i,1741534375866920437,314.325,25.197,48.356
r,1741534375987193947,120.268,65.853,48.531
a,1741534376182281178,195.083,40.598,48.452
r,1741534377202596078,408.009,19.411,48.337
a,1741534377352855107,150.252,52.712,48.381
r,1741534377636750552,283.89,27.898,48.176
e,1741534377876193834,239.438,33.078,48.025
r,1741534378401755921,359.65,22.021,47.762
o,1741534378522651838,120.891,65.514,47.94
s,1741534378671378438,148.722,53.254,47.993
s,1741534378793598297,122.214,64.804,48.161
e,1741534379362257003,449.892,17.604,48.039
a,1741534379572262439,209.998,37.715,47.936
r,1741534380069205594,496.935,15.938,47.616
s,1741534380277310426,208.097,38.059,47.52
r,1741534380847673389,419.944,18.86,47.284
o,1741534381011719961,164.039,48.281,47.294
s,1741534381191655615,179.927,44.018,47.261
s,1741534381387390553,195.729,40.464,47.193
s,1741534382211751903,495.232,15.993,46.652
o,1741534382558307768,346.551,22.854,46.414
r,1741534382811761244,253.447,31.249,46.262
e,1741534383155988218,344.221,23.008,46.029
a,1741534383653427698,299.691,26.427,45.774
s,1741534384042929332,389.494,20.334,45.52
i,1741534384701731836,224.886,35.218,45.147
i,1741534386398578838,646.602,12.249,44.818
s,1741534386456460448,457.878,17.297,44.543
r,1741534391662245421,403.66,19.62,44.294
a,1741534391992694303,330.443,23.968,44.091
i,1741534392186836530,194.137,40.796,44.058
s,1741534392337712596,150.87,52.495,44.142
e,1741534392714084071,376.364,21.043,43.911
a,1741534393387373204,464.913,17.035,43.584
r,1741534393702212141,314.831,25.156,43.4
e,1741534393836363179,134.141,59.042,43.556
a,1741534393927995199,91.626,86.438,43.985
s,1741534394451748558,390.716,20.27,43.902
e,1741534394572390092,120.636,65.652,44.119
e,1741534394706687128,134.291,58.976,44.268
r,1741534395307733964,525.599,15.069,44.577
a,1741534395532753271,225.013,35.198,44.483
i,1741534395697365848,164.608,48.114,44.519
s,1741534395861533683,164.162,48.245,44.556
e,1741534395997188938,135.651,58.385,44.694
i,1741534396642772505,511.046,15.498,44.543
i,1741534396822298359,179.521,44.117,44.539
i,1741534396972779049,150.474,52.634,44.62
r,1741534397721111897,674.913,11.735,44.918
a,1741534397871923330,150.803,52.519,44.994
i,1741534398097362798,225.432,35.133,44.895
s,1741534398517007001,419.636,18.873,44.635
e,1741534398696712881,179.697,44.074,44.629
r,1741534399342656972,526.168,15.052,44.546
r,1741534400405883155,412.097,19.219,44.293
o,1741534400722551135,416.662,19.008,44.04
s,1741534401186193973,463.637,17.082,43.77
i,1741534401606741631,420.543,18.833,43.521
e,1741534401712495556,105.749,74.894,43.835
a,1741534402672512014,614.676,12.885,43.319
r,1741534402955754685,283.236,27.963,43.165
a,1741534404112124411,497.485,15.92,42.893
r,1741534404473173482,661.044,11.981,42.584
a,1741534405986015644,497.485,15.92,42.317
r,1741534406316081524,830.059,9.541,41.989
o,1741534406870993335,1054.907,7.508,41.644
s,1741534407185804397,314.804,25.158,41.479
e,1741534407396451657,210.639,37.6,41.44
a,1741534407892830224,361.198,21.927,41.415
r,1741534408133443213,240.607,32.917,41.33
e,1741534408267316641,133.868,59.163,41.508
s,1741534409152307387,390.484,20.283,41.043
e,1741534409421543940,269.232,29.417,40.927
r,1741534409873248428,451.698,17.534,40.693
i,1741534410322489779,449.235,17.63,40.462
e,1741534410459302214,136.806,57.892,40.636
s,1741534410637866127,178.558,44.355,40.673
r,1741534411236553875,493.599,16.045,40.77
a,1741534411538026388,301.467,26.272,40.625
r,1741534411763531217,225.5,35.122,40.57
e,1741534411852104445,88.568,89.423,41.059
