th,648.6262043077927
he,499.70585300698787
of,598.1342498812403
an,427.955738017752
nd,893.5382686579524
in,342.07147156713165
to,498.4842651074957
it,709.9002258162554
is,447.54035632500535
wa,504.05935059549347
as,542.3144010152745
fo,897.8819694229719
or,524.7476112494562
yo,582.4830308808852
ou,559.6466215964988
be,620.8703081973968
wi,964.3112332485271
on,277.32482428258044
ha,530.4739597352782
at,470.9969871936762
by,1375.3884844984354
ar,341.0633333344794
re,397.9720213076205
no,706.6008610281367
ot,346.6873986145652
hi,562.3365634836142
bu,924.8546375802728
ut,511.14216316888815
ey,1370.187985037335
fr,1549.592298807882
ro,474.8198120965295
om,598.0377899402113
ad,914.5336178321243
sh,881.353297759279
wh,948.1441787600118
ic,694.7711436417134
ch,950.1059867816662
we,683.7155697391815
er,337.29780488742335
ee,380.4935101170947
en,462.69926074315083
av,878.7689969836555
ve,381.2399600416835
ei,2557.309586912094
ir,607.4364143286277
wo,680.1883389903625
ul,502.00334700130935
ld,2148.346127494815
il,759.5214149647211
ll,447.5756184595789
if,1140.5874779755782
ca,651.5245349905623
al,454.41069939754965
ho,487.6444676467102
do,845.6688553690356
ne,610.0643654309475
sa,933.920331944465
ai,467.93558107065655
id,436.31461343206496
em,585.2706029998548
so,480.1512492625163
me,554.4621617184023
co,437.61210671206305
im,723.7112487063127
nt,334.427266876132
ts,719.1034518949201
tw,1749.986357998029
up,494.3738000197403
ti,446.01831271588446
my,2643.11515895296
di,714.8806256960714
ab,763.3350526270174
bo,566.2813858667145
ur,465.5156215421697
ow,386.504251313973
mo,1012.3251822518606
ju,1251.0466827338048
us,394.9141006672703
st,325.92557582104337
es,372.633155185547
se,423.34970671504266
ls,2506.96418735104
pe,504.15102167052277
eo,1428.3867730716725
op,766.0809155639654
pl,778.0950116349636
le,538.3287605823778
ny,1817.1703849736612
fi,711.1160776084042
rs,688.9844709287659
nl,2417.7753839463326
ly,577.7224808107305
ew,968.1615502022156
ma,574.5333438999326
ay,339.7124458512988
ry,1044.3783158588053
li,768.882330751388
ik,2826.5125917696
ke,2154.14461540905
el,528.3957214359085
et,450.63814624089787
ye,807.8251441434136
ea,380.13770534563287
os,572.6736070022881
ng,417.05767765629577
ec,629.8017716256887
au,2003.678948762655
ah,1497.9928266205818
hr,3329.12726016
wn,1485.302874464648
su,376.2657622719167
uc,1709.7351693282344
ba,725.2936983028509
ac,797.0805014014759
ck,1748.2178758710795
go,548.968717407015
oo,456.1567280561296
od,751.9659781505084
ug,2715.5174726656
gh,892.5594610015177
mu,2262.8848111293437
ev,1453.2639025442984
kn,4000
ge,400.4891372375492
oe,1108.5507917559687
oh,1328.0736370882748
la,527.1995086991284
oi,974.7881996996842
rm,1055.371080745284
af,2410.4689941012484
ft,1610.5864732933492
te,471.36268294983114
ov,1555.139961020145
rn,1606.0566794632232
nm,3509.315573126498
mi,965.4470441813914
ig,383.9631238567374
ht,2532.985035647582
am,730.5850847617415
ak,1385.3896906773807
da,1362.417188284812
rl,1486.0114753980083
rk,3369.7543116800002
fe,607.099440749417
ag,518.2006752353664
ga,607.7672590579414
ns,1231.7095317338124
nk,3164.234534912
un,548.6299966578198
de,485.0399862278336
ol,1019.585424474183
mr,2183.3470915121006
ta,562.1948852373359
hy,3013.7580989440003
pa,709.6852923164089
rt,561.6773587665414
nu,1905.5403956461028
um,2525.3299040682396
mb,2596.014841060352
ff,666.3293733861551
dr,3349.79528192
lw,3420.2877952
ys,1767.1144445843174
sy,3016.378587136
lo,721.557473039043
oc,1882.344141377358
du,1847.6656641874715
ri,568.09111366271
lt,2015.0761302689748
ex,722.6605396767272
xt,2222.6965731841537
sm,2462.753988633578
gr,1436.813179344039
gs,3640.3631104
ci,828.059186404803
ia,775.7292241067464
qu,817.0700194465202
ui,915.1466194233229
iv,930.7346548594907
ty,1112.5315049568735
mp,1148.5681280792926
po,747.9643223167388
ce,334.4172026717345
ok,813.781951579469
ef,1086.7424716812793
nf,3069.2758220800006
io,341.8379873670023
sc,2684.199665406912
na,619.1783297574834
fa,1091.2638367916195
ct,769.480754638317
ni,681.6421646046249
gi,691.7443479827807
vi,555.292977760376
br,3384.5339699200003
rh,3142.542837248
ap,876.7637867298702
ps,2847.5933899512847
lr,3380.9672361309345
dy,3307.18480384
ss,401.21379730788766
si,404.7672080009132
ib,1943.0868352620319
bl,994.9282648200281
mm,691.3160407336446
rg,2065.350467443872
ed,404.3268316852983
jo,770.6251742346562
hn,2320.933732617217
pm,3511.268642304
ek,3642.031104
lm,3653.962752
tr,718.8400510911579
ms,1953.0918425264435
lf,1930.4616490796213
nc,1407.2461736301238
ix,1408.3677900998873
pu,1270.0672286392398
ub,1234.4977831735687
rv,3635.9707136
pr,926.653395048183
ob,720.7469873681981
rd,1879.1513852684716
ds,2127.9452886857785
yt,3644.2528131123013
va,3040.6264120320006
aw,1023.3854724253207
fu,1033.468198351092
tu,1266.0954397224948
ua,1151.7153412208397
cy,3629.9909632
ki,2407.4029618083837
vo,1763.368942248306
og,2325.1760149856095
rc,2622.566194766617
hs,4000
bi,825.6390945751698
tt,685.7992434411984
tl,1547.675890313515
ue,480.32454581870485
ra,560.787139523998
ie,421.0288725340927
lv,3675.1254528
eg,937.6644983539438
aj,2274.681968483892
gl,2856.2078639771844
cl,2269.848390559898
lu,1250.3096989851967
ud,2443.094375008198
lp,2915.8699296577606
cu,887.5531731865701
sp,3094.2746158080004
ep,1880.418691116585
cr,3441.37835008
eh,3798.333524427266
hu,2624.7082328780803
oa,1120.5138689534874
xp,3368.7298048
gu,2514.8099878656008
eu,1441.1385630702837
tm,3460.006293087447
sk,798.7635131621844
uk,2042.1483717323094
pp,825.361150042006
yp,2936.3993964543997
yi,4000
gn,2507.50008505344
ks,3649.1779916191786
ax,2797.5793126912004
oy,1239.2689967468305
ya,2249.8149453751917
pi,861.2656562057463
wl,3651.0577664
dg,4000
bj,3314.940195222815
je,2568.9959285401605
ru,2454.0888436275204
pt,3681.0643968
cc,1871.6985655668393
ws,2828.862781952
wr,3722.9317632
rf,3677.22102495505
nv,3072.7207546880004
ip,1541.9205981755897
wt,4000
iz,1712.4419081741212
ze,1672.4157112591597
xa,2739.81190976512
oj,2831.513960538733
kl,2654.287858462145
yw,3647.9054336
gy,3627.1971328
rr,1284.4416239236068
dd,1156.1745574457564
py,4000
fl,2137.128910966116
rw,4000
lk,4000
sb,4000
bv,3175.597825536
sl,3326.80568832
sf,3372.8806295196046
yl,3176.3813078343696
yb,2945.6679100247147
dv,4000
ja,980.5051349143894
ka,1836.7019053515328
bs,3063.500483584
ph,3633.0362368
ae,3930.706511120091
ym,3400.75717632
uy,1349.890275295701
rp,3098.48250449976
vy,4000
sw,4000
hl,4000
xi,2582.9432045721605
eq,1897.8767921724734
dl,3663.0311424
ii,529.1652846663536
ox,1358.343700790185
xf,4000
eb,3414.946845016577
tc,3665.8436608
xc,2646.6997810995204
nn,1200.7970296939664
mh,3608.0470784
hm,3340.1229568000003
cs,4000
gt,3768.0926208
xu,3316.7168665599997
dw,3689.6835072
gg,1910.137336467944
dm,4000
xe,3652.2385246095423
tv,4000
nr,4000
uf,3667.3042275724288
kg,4000
nb,3683.187227029099
iq,4000
tb,3400.9219951898162
tp,4000
rb,4000
za,4000
bt,4000
td,3666.3825783847155
xh,4000
ky,4000
nw,4000
tn,3791.8433929489647
bm,4000
nj,4000
dn,3636.6898325764796
sd,4000
ji,4000
wd,4000
sg,3653.136719831296
fy,3627.054848
bb,1038.529514850567
bc,2857.0215602176004
kf,4000
ml,4000
mf,3669.389508080766
mn,3650.852875443336
az,1886.934584373699
zi,4000
gd,4000
nq,4000
sr,3029.695107072
ln,4000
gm,4000
aq,3427.155712
pf,4000
hb,4000
hd,4000
nx,4000
lc,4000
sn,4000
wf,3493.05266176
np,4000
dh,4000
ko,4000
yc,4000
dq,4000
oz,4000
wc,4000
uo,4000
tf,3666.3657967790114
cq,4000
nh,4000
vu,4000
fs,4000
wy,4000
ao,4000
yd,4000
gb,4000
sq,4000
lb,3246.7140706285736
tg,3921.764144044363
cm,4000
mt,3344.091571532879
zo,4000
rx,4000
xy,4000
yg,4000
ej,3775.3545922655985
kw,4000
zy,4000
iu,3653.635624990714
ku,4000
uw,4000
hc,4000
pw,4000
pb,4000
tz,4000
yn,4000
kd,4000
df,4000
wk,4000
dj,4000
yu,4000
km,4000
lg,3345.8187667053503
ez,4000
qi,3355.82636032
kt,4000
dc,4000
db,4000
ih,3710.284295531934
hw,4000
zz,1763.3791313038769
dt,4000
cz,4000
yf,4000
xo,4000
cd,3083.6064817265597
hp,4000
gf,4000
xw,4000
kp,4000
hf,4000
gp,3666.251888256937
kr,4000
dp,4000
uu,2293.2301044793103
kb,3687.7501027084677
yr,4000
wu,4000
bn,4000
pc,4000
iw,3755.1809018027425
ux,4000
bp,3088.4679977358282
wp,4000
fw,3755.1809018027425
mc,3695.7698292179894
nz,4000
dk,4000
